"STAID","ID","Month","Year","qmeas","wb0","wb1","wb2","wb3","wb4","wb5","wb6","wb7","wb8","wb9","wb10","wb11","wb12","p0","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","p6sum","p3sum","p2sum","X.1","DRAIN_SQKM","PPTAVG_BASIN","T_AVG_BASIN","T_MAX_BASIN","T_MIN_BASIN","WD_JAN_BASIN","WD_FEB_BASIN","WD_MAR_BASIN","WD_APR_BASIN","WD_MAY_BASIN","WD_JUN_BASIN","WD_JUL_BASIN","WD_AUG_BASIN","WD_SEP_BASIN","WD_OCT_BASIN","WD_NOV_BASIN","WD_DEC_BASIN","WD_BASIN","WDMAX_BASIN","WDMIN_BASIN","PRECIP_SEAS_IND","JAN_PPT7100_CM","FEB_PPT7100_CM","MAR_PPT7100_CM","APR_PPT7100_CM","MAY_PPT7100_CM","JUN_PPT7100_CM","JUL_PPT7100_CM","AUG_PPT7100_CM","SEP_PPT7100_CM","OCT_PPT7100_CM","NOV_PPT7100_CM","DEC_PPT7100_CM","JAN_TMP7100_DEGC","FEB_TMP7100_DEGC","MAR_TMP7100_DEGC","APR_TMP7100_DEGC","MAY_TMP7100_DEGC","JUN_TMP7100_DEGC","JUL_TMP7100_DEGC","AUG_TMP7100_DEGC","SEP_TMP7100_DEGC","OCT_TMP7100_DEGC","NOV_TMP7100_DEGC","DEC_TMP7100_DEGC","ET","PERDUN","PERHOR","CONTACT","RUNAVE7100","WB5100_JAN_MM","WB5100_FEB_MM","WB5100_MAR_MM","WB5100_APR_MM","WB5100_MAY_MM","WB5100_JUN_MM","WB5100_JUL_MM","WB5100_AUG_MM","WB5100_SEP_MM","WB5100_OCT_MM","WB5100_NOV_MM","WB5100_DEC_MM","WB5100_ANN_MM","BFI_AVE","HGA","HGB","HGAD","HGC","HGD","HGAC","HGBD","HGCD","HGBC","HGVAR","AWCAVE","PERMAVE","BDAVE","OMAVE","WTDEPAVE","ROCKDEPAVE","NO4AVE","NO200AVE","NO10AVE","CLAYAVE","SILTAVE","SANDAVE","KFACT_UP","RFACT","ELEV_MEAN_M_BASIN_30M","SLOPE_PCT_30M","CaO_pct","MgO_pct","S_pct","LPerm","UCS","anorthositic","gneiss","granitic","intermediate","quarternary","sedimentary","ultramafic","volcanic","SGEO1","SGEO2","SGEO3","SGEO4","SGEO5","SGEO6","SGEO7","SGEO8","SGEO9","SGEO10","SGEO11","SGEO12","SGEO13","SGEO14","SGEO15","SGEO16","SGEO17","SGEO18","SGEO19","SGEO20","SGEO21","SGEO22","SGEO23","SGEO24","SGEO25","SGEO26","SGEO27","SGEO28","SGEO29","SGEO30","SGEO31","SGEO32","SGEO33","SGEO34","SGEO35","SGEO36","SGEO37","SGEO38","SGEO39","SGEO40","SGEO41","SGEO42","SGEO43","SGEO44","SGEO45","HLR1","HLR2","HLR3","HLR4","HLR5","HLR6","HLR7","HLR8","HLR9","HLR10","HLR11","HLR12","HLR13","HLR14","HLR15","HLR16","HLR17","HLR18","HLR19","HLR20"
"T10336770","T10336770",7,2002,5.83,24.25,47.52,95.49,84.68,54.65,41.11,24.49,40.85,34.73,2.36,3.3,5.59,11.27,10.36,1.3,24.97,55.32,114.36,55.12,71.16,247.67,143.63,19.78,11.1,1.76,5.37,16.19,11.94,6.33,3.68,-0.47,0.01,-2.98,-2.37,1.94,9.41,13.88,16,13.97,322.23,81.59,26.27,299,19.1,92.77,4.78,10.9,-2.55,11.01,9.92,11.36,7.92,7.55,4,2,3,3.11,4.83,9.83,10.78,85.3,11.4,2,0.464,15.32,14.91,13.68,6,4.95,2.44,1.65,1.96,2.66,5.63,11.02,12.51,-3.28,-2.93,-1.66,0.61,4.72,9.56,13.59,13.22,10.24,5.52,0.3,-2.41,453.6,1.7,0.7,2.6,531.4,28,29.8,34.4,50.6,79.8,84.2,73.8,52.2,29.6,19.2,22.5,23.6,527.6,71.1,10.36,39.4,0,15.67,34.58,0,0,0,0,0,0.06,9.81,1.33,2.14,5.89,36.9,62.05,12.26,53.22,3.79,19.3,76.92,0.12,88.41,2621.8,34.7,2.9364,1.4564,0.0245,-1.53,111.6629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"T10336770","T10336770",7,2007,4.94,7.29,14.81,29.85,59.85,71.48,56.29,27.09,38.76,14.39,12.33,21.7,43.43,86.25,0.46,5.54,15.69,50.23,40.74,177.94,48.96,86.09,84.46,34.27,4.07,8.86,5.5,17.05,12.25,7.92,3.6,2.79,-0.64,-2.47,-0.05,2.22,6.19,11.75,14.19,16.62,339.1,71.46,21.23,299,19.1,92.77,4.78,10.9,-2.55,11.01,9.92,11.36,7.92,7.55,4,2,3,3.11,4.83,9.83,10.78,85.3,11.4,2,0.464,15.32,14.91,13.68,6,4.95,2.44,1.65,1.96,2.66,5.63,11.02,12.51,-3.28,-2.93,-1.66,0.61,4.72,9.56,13.59,13.22,10.24,5.52,0.3,-2.41,453.6,1.7,0.7,2.6,531.4,28,29.8,34.4,50.6,79.8,84.2,73.8,52.2,29.6,19.2,22.5,23.6,527.6,71.1,10.36,39.4,0,15.67,34.58,0,0,0,0,0,0.06,9.81,1.33,2.14,5.89,36.9,62.05,12.26,53.22,3.79,19.3,76.92,0.12,88.41,2621.8,34.7,2.9364,1.4564,0.0245,-1.53,111.6629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"T10336770","T10336770",7,2009,5.85,22.56,46.4,94.2,67.72,65.36,50.36,59.36,34.24,13.96,6,8.26,16.44,32.96,2.6,31.01,90.2,37.77,155.09,113.33,72.52,135.82,88.3,38.06,1.64,1.61,4.46,16.32,9.8,8.94,2.57,-0.51,-1.61,0.85,-1.19,4.17,7.54,13.09,16.43,16.45,499.92,158.98,121.21,299,19.1,92.77,4.78,10.9,-2.55,11.01,9.92,11.36,7.92,7.55,4,2,3,3.11,4.83,9.83,10.78,85.3,11.4,2,0.464,15.32,14.91,13.68,6,4.95,2.44,1.65,1.96,2.66,5.63,11.02,12.51,-3.28,-2.93,-1.66,0.61,4.72,9.56,13.59,13.22,10.24,5.52,0.3,-2.41,453.6,1.7,0.7,2.6,531.4,28,29.8,34.4,50.6,79.8,84.2,73.8,52.2,29.6,19.2,22.5,23.6,527.6,71.1,10.36,39.4,0,15.67,34.58,0,0,0,0,0,0.06,9.81,1.33,2.14,5.89,36.9,62.05,12.26,53.22,3.79,19.3,76.92,0.12,88.41,2621.8,34.7,2.9364,1.4564,0.0245,-1.53,111.6629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"T10336770","T10336770",7,1991,5.52,65.35,96.83,63.61,21.24,9.36,15.23,0.88,0.58,2.19,2.95,5.33,10.38,19.88,15.43,31.73,59.31,33.48,360.45,39,9.36,58.47,38.38,13.85,16.42,27.22,36.68,12.91,7.56,3.16,0.11,-4.04,2.13,-0.75,-4.17,2.06,8.15,11.34,13.05,14.36,533.33,124.52,91.04,299,19.1,92.77,4.78,10.9,-2.55,11.01,9.92,11.36,7.92,7.55,4,2,3,3.11,4.83,9.83,10.78,85.3,11.4,2,0.464,15.32,14.91,13.68,6,4.95,2.44,1.65,1.96,2.66,5.63,11.02,12.51,-3.28,-2.93,-1.66,0.61,4.72,9.56,13.59,13.22,10.24,5.52,0.3,-2.41,453.6,1.7,0.7,2.6,531.4,28,29.8,34.4,50.6,79.8,84.2,73.8,52.2,29.6,19.2,22.5,23.6,527.6,71.1,10.36,39.4,0,15.67,34.58,0,0,0,0,0,0.06,9.81,1.33,2.14,5.89,36.9,62.05,12.26,53.22,3.79,19.3,76.92,0.12,88.41,2621.8,34.7,2.9364,1.4564,0.0245,-1.53,111.6629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"T10336770","T10336770",7,2008,5.42,32.96,65.51,90.67,48.77,36.89,23.82,2.52,0.89,1.24,2.78,2.92,3.9,7.29,4.46,0.95,50.87,6.19,29.49,117.79,271.33,95.12,21.23,41.28,22.11,5.32,0.46,16.45,11.76,6.2,2.17,0.22,-0.9,-3.33,-2.44,4.11,5.95,10.34,16.05,17.05,476.62,58.01,51.82,299,19.1,92.77,4.78,10.9,-2.55,11.01,9.92,11.36,7.92,7.55,4,2,3,3.11,4.83,9.83,10.78,85.3,11.4,2,0.464,15.32,14.91,13.68,6,4.95,2.44,1.65,1.96,2.66,5.63,11.02,12.51,-3.28,-2.93,-1.66,0.61,4.72,9.56,13.59,13.22,10.24,5.52,0.3,-2.41,453.6,1.7,0.7,2.6,531.4,28,29.8,34.4,50.6,79.8,84.2,73.8,52.2,29.6,19.2,22.5,23.6,527.6,71.1,10.36,39.4,0,15.67,34.58,0,0,0,0,0,0.06,9.81,1.33,2.14,5.89,36.9,62.05,12.26,53.22,3.79,19.3,76.92,0.12,88.41,2621.8,34.7,2.9364,1.4564,0.0245,-1.53,111.6629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"T10336770","T10336770",7,1994,3.75,15.69,31.33,65.56,66.27,53.21,23.07,42.29,22.4,21.93,36.3,64.3,128.37,140.87,0.86,0.61,65.03,53.45,42.58,172.08,44.58,80.46,37.72,54.63,2.42,0.31,0.02,15.15,10.84,6.04,2.11,2.07,-3.65,0.38,-2.17,1.08,6.01,10.65,12.08,11.51,378.33,119.09,65.64,299,19.1,92.77,4.78,10.9,-2.55,11.01,9.92,11.36,7.92,7.55,4,2,3,3.11,4.83,9.83,10.78,85.3,11.4,2,0.464,15.32,14.91,13.68,6,4.95,2.44,1.65,1.96,2.66,5.63,11.02,12.51,-3.28,-2.93,-1.66,0.61,4.72,9.56,13.59,13.22,10.24,5.52,0.3,-2.41,453.6,1.7,0.7,2.6,531.4,28,29.8,34.4,50.6,79.8,84.2,73.8,52.2,29.6,19.2,22.5,23.6,527.6,71.1,10.36,39.4,0,15.67,34.58,0,0,0,0,0,0.06,9.81,1.33,2.14,5.89,36.9,62.05,12.26,53.22,3.79,19.3,76.92,0.12,88.41,2621.8,34.7,2.9364,1.4564,0.0245,-1.53,111.6629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"T10336770","T10336770",7,1992,3.6,7.63,14.47,22.97,45.06,53.37,47.14,24.34,35.65,32.37,14.34,17.29,33.2,65.35,41.75,67.83,16.13,17.97,69.83,124.78,32.53,67.73,74.11,88.76,22.84,18.14,15.43,12.3,9.31,9.14,5.05,0.17,-0.6,-2.42,-1.37,1.8,7.52,12.15,13.21,12.91,329.07,101.93,83.96,299,19.1,92.77,4.78,10.9,-2.55,11.01,9.92,11.36,7.92,7.55,4,2,3,3.11,4.83,9.83,10.78,85.3,11.4,2,0.464,15.32,14.91,13.68,6,4.95,2.44,1.65,1.96,2.66,5.63,11.02,12.51,-3.28,-2.93,-1.66,0.61,4.72,9.56,13.59,13.22,10.24,5.52,0.3,-2.41,453.6,1.7,0.7,2.6,531.4,28,29.8,34.4,50.6,79.8,84.2,73.8,52.2,29.6,19.2,22.5,23.6,527.6,71.1,10.36,39.4,0,15.67,34.58,0,0,0,0,0,0.06,9.81,1.33,2.14,5.89,36.9,62.05,12.26,53.22,3.79,19.3,76.92,0.12,88.41,2621.8,34.7,2.9364,1.4564,0.0245,-1.53,111.6629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"T10343500","T10343500",7,1991,2.15,84.96,89.63,60.75,16.02,3.11,6.21,0.61,1.05,2.77,5.25,10.65,17.72,34.65,23.21,15.87,67.29,37.51,408.91,56.3,16.82,45.06,31.8,21.6,44.27,16.93,18.08,14.8,8.15,2.9,0.21,-4.12,0.82,-2.7,-6.12,0.57,6.67,10.9,13.1,14.12,602.7,120.67,83.16,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
"T10343500","T10343500",7,1988,1.7,52.22,66.75,74.8,47.85,6.12,3.21,6.19,12.38,25.75,40.52,39.73,43.47,48.84,5.94,34.3,46.49,52.33,17.75,10.47,150.63,197.48,51.41,32.26,0.31,0.05,6.52,15.73,10.71,5.21,2.71,0.08,-1.23,-5.35,-5.52,0.36,8.53,12.46,14.5,11.93,311.97,133.12,80.79,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
"T10343500","T10343500",7,1987,2.33,48.84,64.93,84.74,51.86,7.32,5.88,11.33,23.02,35,54.05,89,108.4,137.21,6.52,13.45,31.44,17.14,143.45,142.96,120.81,29.33,25.94,11.87,87.17,3.66,4.65,11.93,11.84,7.15,4.78,-2.09,-3.92,-5.95,-1.24,1.69,5.23,6.64,14.76,12.55,469.25,62.03,44.89,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
"T10343500","T10343500",7,2007,1.83,10.08,20.2,40.65,66.07,82.49,72.88,24.25,36.46,21.53,17,32.78,65.49,115.07,3.81,8.39,21.85,48.78,35.14,246.73,39.05,98.46,104.37,14.5,3.18,4.92,9.33,16.74,12.11,8.31,3.98,3.15,-0.23,-2.58,-0.12,2.57,6.41,12.01,14.36,16.63,399.94,79.02,30.24,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
"T10343500","T10343500",7,2008,2.01,37.11,67.71,87.02,52.3,42.19,25.44,7.39,3.03,1.21,4.75,3.95,5.28,10.08,1.62,0.43,19.55,9.72,42.3,139.43,275.25,119.45,15.74,80.44,29.55,6.82,3.81,15.94,11.58,6.78,2.19,0.53,-1.17,-3.03,-2.59,4.23,5.66,10.56,15.6,16.74,486.68,29.7,19.98,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
"T10343500","T10343500",7,1977,1.43,17.08,35.48,49.43,34.98,12.67,19.36,1.32,2.84,4.61,3.14,5.04,11.11,14.51,5.57,37.4,83.65,7.53,74.72,99.18,87.29,13.21,37.99,27.98,31.35,83.33,12.35,13.59,12.85,2.71,3.46,-2.79,1.01,-4.48,-0.86,3.54,7.23,11.35,11.33,13.76,389.77,128.58,121.05,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
"T10343500","T10343500",7,1979,2.78,87.76,118.86,111.32,50.31,15.49,1.73,1.54,3.08,6.75,12.71,27.17,43.91,63.35,19.55,10.86,62.38,93.43,106.06,214.88,174.01,70.55,63.75,8.28,51.59,6.11,7.01,13.4,9.82,6.92,1.05,-0.2,-3.01,-5.91,-5.03,-1.84,7.64,9.06,13.91,13.81,661.62,166.67,73.24,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
"T10343500","T10343500",7,1976,2.02,14.51,28.62,36.42,42.77,40.4,41.87,34.87,53.13,73.19,109.28,76.19,107.11,127.79,12.35,16.81,10.25,29.57,95.12,123.97,31.49,44.57,63.94,180.12,36.89,35.32,0.45,13.76,9.04,7.55,0.69,-1.41,-1.43,-1.29,-0.06,-0.45,5.03,13.36,12.61,13.99,307.21,56.63,27.06,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
"T10343500","T10343500",7,1964,3.42,67.96,93.31,84.18,36.07,13.61,14.03,28.62,43.73,54.9,30.44,46.79,71.12,104.45,5.18,43.31,83.95,49.59,103.06,13.26,188.85,35.03,266.51,62.54,36.49,5.53,0.01,14.06,8.35,3.72,0.9,-2.51,-3.62,-3.22,-1.23,-0.28,6.85,12.42,12.84,12.1,482.02,176.85,127.26,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
"T10343500","T10343500",7,1985,3.2,83.62,101.2,64.26,29.87,3.91,7.47,14.9,29.65,61.68,77.21,100.62,130.85,164.64,11.94,11.9,4.78,14.33,200.4,99.46,25.34,52.24,287.39,91.02,6.3,4.82,38.62,14.85,12.64,5.56,3.44,-4.34,-4.37,-3.43,-5.49,-2.05,2.66,11.57,14.13,15.44,356.21,31.01,16.68,312,27.6,97.64,5.42,12.13,-2.55,10.1,9.22,11.64,7.99,6.3,4.61,2,3,4,5.32,9.33,10.52,84,11.6,2,0.495,15.49,16.24,15.25,6.14,4.67,1.9,1.24,1.5,2.99,5.62,12.54,13.69,-2.71,-1.98,-0.41,2.19,6.29,10.74,14.82,14.45,11.33,6.55,1.02,-2,535.8,2.6,2.3,38.5,299,35.6,38.6,49.4,65.7,94.8,100.1,86.9,64.3,41.3,34.5,34.9,33.3,679.4,65.2,6.11,84.87,0,0,9.02,0,0,0,0,0,0.11,2.36,1.21,1.89,5.86,48.42,59.61,29.77,53.91,18.11,37.04,44.85,0.16,91.58,2159.1,15.6,3.2967,1.9326,0.0177,-0.938,47.8968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,2.3
